AuthorID,Author,Date,Content,Attachments,Reactions
"404425549704986644","ProgrammaticallyPull#1713","21-Oct-21 05:26 AM","__ **Collab.Land Integration Phase Two**__
@everyone 

In a few moments, several changes will be made to the Discord to ensure our Discord can scale to meet the needs of our growing community. Most channels will require the Lunacian role (those that own three or more Axies) to be able to chat.

• To link your Discord with your Ronin wallet, please visit #🤖｜bot-commands and type !join
• The Collab.Land bot does not need your secret recovery phrase (seed phrase). If any website, person, or bot asks for your secret recovery phrase it is a scam 100%. 
• Channel access will depend on your roles. Many current channels will be inaccessible without the Lunacian role.
• These changes will ensure true Axie Owners represent the community.

Inactive members without the Lunacian role will be the first to be removed and pruned from this server as we make room in the future. This server cannot hold more than 800,000 members and we need to make sure that the majority of these precious slots are held by those that actually own Axies!","","AxieYes (1),🥳 (1),Fire1_White (1),BongoAxie (1),333_love (1),AxieLove (1),partykirby (1),AxieHard (1),party_blob (1),Fire2_Teal (1),partyparrot (1),🍴 (1),AXSgif (1),😩 (1),goodjob (1),⬅️ (1),🤣 (1),Axie1_Puff (1),🇵🇭 (1),👍 (1)"
"275684671122309120","Sensei Odin#0413","27-Oct-21 08:24 AM","@here

Its AxieChat time!!!
Get your weekly round up of all the goings on in and around Lunacia

:BongoAxie2: https://twitch.tv/baronar :BongoAxie:

*Please be aware this is a community stream and* **not** *an offical Dev stream, this stream will not contain information on existing technical problems*","","👺 (1),💩 (1),🤓 (1),🇦🇷 (1),This (1),HaroldCringe (1),🤑 (1),👍 (1),150831 (1),axie_4ginger (1),💯 (1),BongoAxie (1),Axie1_Kotaro (1),😩 (1),🥶 (1),🇵🇭 (1),333_love (1),PetTheAxie (1)"
"174216909443563521","pos2#7852","28-Oct-21 03:44 PM","__**Axie Infinity Version 1.1.1 Update**__

@Lunacian

Our team has worked hard to fix some of the issues that were causing problems the first two attempts. Today we are releasing a new version of the game, including improvements to the game’s performance and the return of challenging your friends.

• Axies will reset to level one anytime they change owners. This change has been live since the first announcement.
• Challenges are back! You can now challenge a trainer on your friends list to a friendly duel.
• Accounts under 800 MMR will no longer receive SLP from the adventure, arena, or the daily quest. Please see below for more information on this.
• Match history will not be saved on the servers, we will bring this feature back once we have had a chance to optimize it. In addition, there will not be replays for matches in adventure mode for now.

To start the update will only be available to desktop users via Mavis Hub. Later we will release the update for mobile devices.

To update to the latest version, please see the instructions for your specific platform below:

**Desktop with Mavis Hub**: Open Mavis Hub and select the update button.
**Android**: See #🌱｜official-links  for the Android link.
**iOS**: Please open the Testflight app and refresh the list of apps to see the update.

**More information about the 800 MMR update:**

We’ve received a considerable amount of questions, feedback, and concerns regarding our gameplay adjustments in the 1.1.0a release, in particular the 800 MMR restriction.  We thought we’d share some details on what motivated this experiment.  

What are the elements that we believe create a healthy Axie gaming ecosystem?  First and foremost, we believe that our game experiences should be designed so that community members are motivated to build gradual mastery over time.  We also believe that each community member has a role to play in ensuring everyone’s gameplay success (through education, coaching, sharing feedback, etc).  Finally, the game and its underlying economy must be sound.  We strongly believe that any method where the game is manipulated to gain financial benefit without having to build skill threatens the entire ecosystem. 

A review of today’s player data reveals that we have some work to do balancing the gameplay experience.  In particular, we have evidence of “bots”, gaming accounts that are scripted to play without a real player, alongside other examples of odd in-game behavior.   Today’s MMR restriction was implemented to eliminate poor in-game behavior. __To be clear, our ultimate goal is to reward mastery of the game and everyone’s honest attempts to become a great player__.  As with all experiments, we’ll likely both resolve issues, and perhaps even create new ones. 

We believe in you: each and every human in our community has the ability to improve and become proficient in the arena. This change was made with this confidence in mind. That said, we intend to collect considerable data around this tweak:  both within the game, and from our community forums (Discord, social media, etc).","","🇵🇭 (1),😍 (1),❤️ (1),🥵 (1),💯 (1),🍞 (1),🌶️ (1),🇳🇴 (1),PetTheAxie (1),Axie_Eye (1),Team_Jihoz (1),🇺🇸 (1),333_love (1),🤥 (1),AxieYes (1),Luna (1),🍆 (1),BongoAxie2 (1),Salt (1),BongoAxie (1)"
"143127754760650752","Psycheout | Axie Infinity Core#0001","02-Nov-21 01:51 PM","We are doing a full review to discover the root cause and effects of the fake discord announcements.","","🙏🏻 (1),HaroldCringe (1),Axie_5sunglass (1),😋 (1),😫 (1),Axie_Parasite (1),👌 (1),😍 (1),✈️ (1),Sticker_Reptile (1),🍉 (1),🇫 (1),Axie_Eye (1),🇵🇭 (1),AxieLove (1),🇰 (1),☠️ (1),🇲🇾 (1)"
"143127754760650752","Psycheout | Axie Infinity Core#0001","02-Nov-21 05:22 PM","Hi Axie Community – @everyone @Lunacian 

TLDR, we are:

1. Reimbursing those who lost their funds due to the announcement. No need to report if you lost funds – we are scanning the blockchain directly.
2. Reducing the number of people who can tag everyone on our Discord server.
3. Working with Discord to address security flaws.
4. Reviewing security practices with all team members.

Today, at 03:20 UTC  one of our support-staff had their Discord account compromised as part of an elaborate scam that has impacted several Discord servers (<https://twitter.com/0xInuarashi/status/1454892714789523457>). Below you can find an overview of what occurred and the steps we are taking to fix this situation. 

**How his account was hacked:**

The attacker tricked our support staff to share his screen and  inspect his Network tab (in Chrome). This led to the attacker gaining access to the support staffer’s Discord account, **despite 2-factor authentication being enabled.**

The attacker then created a fake Axe Infinity branded webpage, and used a Discord bot to spam the link on all of Axie Infinity’s Discord announcement channels announcing an exclusive sale. 155 players clicked on the link and attempted to buy Axies, which was a scam.

Those who interacted with the smart contract lost the money they sent. We have reviewed the smart contract and concluded that it does **not** impact their seed phrases. Nonetheless, we recommend that everyone who interacted with the smart contract go to: <https://etherscan.io/tokenapprovalchecker> and revoke access to this site immediately. 

**Next steps**

We take security issues extremely seriously and are committing to:

1. Reimbursing those who lost their funds due to the announcement. No need to report if you lost funds – we are scanning the blockchain directly.
2. Reducing the number of people who can tag everyone on our Discord server.
3. Working with Discord to address security flaws.
4. Reviewing security practices with all team members.

Thank you.","","👍 (1),🥳 (1),👀 (1),🗿 (1),Kappa (1),This (1),AxieLove (1),🚀 (1),AxieYes (1),🥶 (1),🥰 (1),Sticker_Kotaro (1),🇵🇭 (1),🇦🇷 (1),Axie_Eye_Sky (1),🇮🇩 (1),😫 (1),🇻🇪 (1),SmallLovePotion (1)"
"386948687525576704","Jihoz  | Axie Infinity 👀👾🌊#5202","04-Nov-21 03:27 PM","__**Katana, The Ronin Dex, Is Live!**__

@everyone 

Today, we take one step closer to a more prosperous future for our nation :BongoAxie2: :BongoAxie: 

:Ronin:Katana, the Ronin decentralized exchange, is live! Katana allows anyone to easily swap between the various assets within the Axie Infinity ecosystem. 
:Ronin:For our launch, you can now trade between AXS, SLP, USDC, and WETH. Check out our detailed guide here: <https://axie-infinity.gitbook.io/katana-docs/> 
:Ronin:You can also deposit these assets into liquidity pools and be rewarded both a share of the trading fees and RON tokens.
  RON rewards will be turned on later this week.
:Ronin: RON tokens are the ecosystem token of the Ronin blockchain, and will eventually power all transactions. 

Full article 👇  

https://axie.substack.com/p/katana","","🇵🇭 (1),✨ (1),Fire5_Orange (1),AxieYes (1),🇵🇪 (1),🇻🇪 (1),👀 (1),🇨🇺 (1),Fire2_Teal (1),HaroldCringe (1),🇦🇷 (1),🇰 (1),❤️ (1),BongoAxie (1),🇧🇷 (1),⬛ (1),axie_stare (1),Freak (1),✅ (1),🇩 (1)"
"143127754760650752","Psycheout | Axie Infinity Core#0001","05-Nov-21 03:11 PM","@everyone @Lunacian 

$RON rewards are now active on Katana DEX for $AXS/$ETH and $SLP/$ETH pools.

You can add liquidity here <https://katana.roninchain.com/#/pool> 

Remember to stake your LP tokens in the 'farm' tab to be eligible for rewards.

If you are new to Ronin Network but want to add liquidity you will need to:

1. Set up a Ronin wallet (supports EVM), and create a user on the marketplace -> <https://welcome.skymavis.com/>
2. Bridge your assets to Ronin Network, either by our official bridge <https://bridge.roninchain.com/> or from an exchange like Binance.
3. Add liquidity and stake your LP tokens.

Note that rewards are issued as Wrapped $RON ($WRON) 

For $RON to be spent as gas on Ronin Network it will need to be unwrapped, but more on this later 👍","https://cdn.discordapp.com/attachments/414758518101639188/906078247303917668/Banner-RON_Farm.png","☺️ (1),🇵🇭 (1),Sticker_Puff (1),💯 (1),🥶 (1),🇸🇪 (1),🇵🇪 (1),AxieInfinityShard (1),Team_Trung (1),Fire2_Teal (1),Salt (1),🇮🇷 (1),🫂 (1),🇻🇪 (1),HaroldCringe (1),👀 (1),Ronin (1),🇨🇴 (1),🇨🇦 (1)"
"386948687525576704","Jihoz  | Axie Infinity 👀👾🌊#5202","09-Nov-21 03:02 PM","__** Ronin Mobile Wallet Launch**__

@everyone  @Lunacian 

:Fire5_Orange: The Ronin Mobile Wallet is live! :Fire5_Orange: 

You can use it to store your assets, send and receive tokens, and interact with our products all from your mobile device! We know that many of our community members rely on mobile devices for their Axie experiences. This wallet was built specifically to bring economic access to these players.

:Ronin: The Ronin mobile wallet works with the Axie Marketplace. Go to the marketplace from your mobile browser and then sign in with Ronin Wallet!
:Ronin: The AXS Staking Dashboard and Katana will be available on mobile soon.
:Ronin: The Ronin Wallet is secure and has been audited by Verichains.

:Axie_Eye: :Axie_Eye_Left: Make sure to only ever download using the official links! :Axie_Eye: :Axie_Eye_Left: 

**Google Play (Android):** https://play.google.com/store/apps/details?id=com.skymavis.genesis

**App Store (iOS):** <https://apps.apple.com/us/app/ronin-wallet/id1592675001>

They can always be found here: <https://wallet.roninchain.com/>","","Fire5_Orange (1),HaroldCringe (1),💯 (1),💩 (1),💅 (1),🇵🇭 (1),👍 (1),🧐 (1),❤️ (1),333_love (1),☺️ (1),🇦🇷 (1),🇨🇺 (1),🇲🇦 (1),Axie_6kiss (1),🍖 (1),🇻🇪 (1),🇫🇷 (1),👀 (1),🥵 (1)"
"386948687525576704","Jihoz  | Axie Infinity 👀👾🌊#5202","09-Nov-21 03:11 PM","^ There is a feature that allows you to sync your mobile wallet with your browser extension. Don’t share the QR code generated for this action with anyone, it can be used to steal all your assets!""

This feature works on Firefox now. It's not live for Google Chrome yet.

P.S. Verifying this launch with my Twitter: <https://twitter.com/Jihoz_Axie/status/1457967211163832327?s=20>","","🇲🇽 (1),HaroldCringe (1),🦶 (1),💥 (1),🥵 (1),🇲🇦 (1),AxieYes (1),🇵🇭 (1),🇻🇪 (1),Team_Jihoz (1),🇵🇪 (1),🤑 (1),👲 (1),SLPbounce (1),👍 (1),🇧🇷 (1),🤡 (1),Axie_5sunglass (1),💩 (1),SmallLovePotion (1)"
"143127754760650752","Psycheout | Axie Infinity Core#0001","09-Nov-21 03:40 PM","Hardware wallets are not supported on mobile, and will not be supported until Google/Apple enables it (unclear if they ever will).

Always make sure you are downloading the legit app. It’s published by **Sky Mavis Pte. Ltd.**","","🚀 (1),Axie1_Ginger (1),HaroldCringe (1),AxieYes (1),🇯🇵 (1),🇲🇦 (1),🇵🇭 (1),Axie_6kiss (1),🇺🇸 (1),Axie_Eye_Red (1),🇷🇸 (1),Axie_Eye_Redleft (1),🇩🇴 (1),🇭🇷 (1),Strawberry_Kappa (1),Axie_Leek (1),SmallLovePotion (1),🍞 (1),Axie_Kotaro (1),🇹🇭 (1)"
"143127754760650752","Psycheout | Axie Infinity Core#0001","09-Nov-21 06:05 PM","The Marketplace now supports login from Mobile.

1. Download the Ronin Mobile wallet and either sync with the Ronin extension or create a fresh wallet.
2. Navigate to https://marketplace.axieinfinity.com/ and select login using Ronin wallet.
3. Your Ronin Mobile wallet will pop-up and ask you to sign two messages.
4. Go back to https://marketplace.axieinfinity.com/ and trade Axies like on desktop.","https://cdn.discordapp.com/attachments/414758518101639188/907571711690551306/ee16779c93795b270268.png","❤️ (1),🔥 (1),🇵🇭 (1),🇳🇱 (1),🤖 (1),🇲🇦 (1),333_giggle (1),🇲🇽 (1),🇺🇸 (1),AxieYes (1),Axie_Leek (1),🇨🇳 (1),👀 (1),🇯🇵 (1),🇨🇦 (1),🇦🇷 (1),Salt (1),🇮🇪 (1),🇧🇷 (1),Ronin (1)"
"275684671122309120","Sensei Odin#0413","10-Nov-21 09:20 AM","@here

Its AxieChat time!!!
Get your weekly round up of all the goings on in and around Lunacia

:BongoAxie2: https://twitch.tv/baronar :BongoAxie:

*Please be aware this is a community stream and* **not** *an offical Dev stream, this stream will not contain information on existing technical problems*","","❓ (1),Axie_Leek (1),HaroldCringe (1),LeekSpin (1),Pog (1),pog (1),🚀 (1),poggies (1),3️⃣ (1),😳 (1),Poggers (1),POG (1),🤰 (1),🇲🇦 (1),POGSLIDE (1),🍴 (1),PogU (1),😎 (1),POGGIES (1),🇦🇷 (1),🇮🇳 (1)"
"143127754760650752","Psycheout | Axie Infinity Core#0001","10-Nov-21 05:04 PM","__**Season 19 is live!**__

@everyone @Lunacian 

- PVP season 19 is live with 3,000 AXS in rewards (currently valued at $400,000+) and the season will last for 6 weeks.
- We’ve launched a major rebalancing patch based on data collected over the past months.
- MMR has been reset to seasonal: everyone begins with 1,200
- We’ve adjusted the formulas for both bonus damage on critical strikes as well as the skill stats effect on bonus damage for combos.

**Players do not need to update their game, this patch is server-side only.**

Balance changes and more in the full article  👇🏻

https://axie.substack.com/p/s19","","❤️ (1),🇵🇭 (1),BongoAxie2 (1),😍 (1),🇱 (1),This (1),💯 (1),🪑 (1),🇴 (1),🇲🇽 (1),🚀 (1),AxieYes (1),HaroldCringe (1),333_love (1),🅾️ (1),Axie_Leek (1),💩 (1),🇻🇪 (1),Axie_5sunglass (1)"
"386948687525576704","Jihoz  | Axie Infinity 👀👾🌊#5202","15-Nov-21 09:15 PM","https://twitter.com/AxieInfinity/status/1460211911878922241?s=20","","BongoAxie2 (1),misakifastbongo (1),👀 (1),💯 (1),HaroldCringe (1),SLPbounce (1),🇦🇷 (1),333_love (1),🇵🇭 (1),😫 (1),💩 (1),AxieInfinityShard (1),😂 (1),Strawberry_Kappa (1),🥱 (1),🤡 (1),ThinkThink (1),🐝 (1),150831 (1),Axie_a6Aquatic (1)"
"386948687525576704","Jihoz  | Axie Infinity 👀👾🌊#5202","16-Nov-21 03:08 AM","https://twitter.com/AxieInfinity/status/1460319955124109313","","BongoAxie2 (1),Fire5_Orange (1),AxieLove (1),😤 (1),🇦🇷 (1),🇷 (1),🇴 (1),🇳 (1),Axie_5sunglass (1),🥵 (1),🇵🇭 (1),👀 (1),HaroldCringe (1),This (1),Sticker_Ginger (1),AxieYes (1),ThinkThink (1),👍 (1),🇻🇪 (1),💩 (1)"
"275684671122309120","Sensei Odin#0413","17-Nov-21 09:05 AM","@here

Its AxieChat time!!!
Get your weekly round up of all the goings on in and around Lunacia

**Today's special guest: @ProgrammaticallyPull !**

:BongoAxie2: https://twitch.tv/baronar :BongoAxie:

*Please be aware this is a community stream and* **not** *an offical Dev stream, this stream will not contain information on existing technical problems*","","HaroldCringe (1),AxieYes (1),🇵🇭 (1),poggies (1),poggers (1),POGGERS (1),Axie_Eye_Sky (1),POGSLIDE (1),POGGIES (1),💩 (1),🇲🇽 (1),Axie_Eye_Skyleft (1),🇨🇱 (1),Pogey (1),Fire4_Purple (1),Ronin (1),PoggersPls (1),🇻🇪 (1),Poggers (1),PogSpin (1)"
"143127754760650752","Psycheout | Axie Infinity Core#0001","17-Nov-21 04:43 PM","@everyone @Lunacian 

Free transactions on Ronin Network will be unavailable for the next hour while we are doing maintenance.

Thank you for your patience.

Edit: Maintenance has concluded. You will still experience dropped txs for some time.","","AxieYes (1),HaroldCringe (1),🇵🇭 (1),BongoAxie2 (1),😱 (1),🤜 (1),BongoAxie (1),🇫 (1),👀 (1),Ronin (1),axie_3kotaro (1),150831 (1),🙏 (1),😫 (1),✨ (1),😋 (1),333_giggle (1),333_cry (1),🤑 (1),👍 (1)"
